2020-08-25 15:44:16.783|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:16:59.111|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:16:59.112|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:17:00.003|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:17:00.006|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:17:09.502|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:17:09.503|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:17:10.261|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 21:17:10.263|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:17:33.033|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:17:33.034|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:17:33.791|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:17:33.795|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:17:39.262|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:17:39.263|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:17:40.087|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:17:40.090|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:17:43.756|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:17:43.757|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:17:44.518|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:17:44.521|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:17:57.198|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:17:57.199|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:17:57.923|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 21:17:57.926|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:18:11.351|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:18:11.353|DEBUG|(0.001) SELECT VERSION(); args=None
2020-08-25 21:18:12.264|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:18:12.266|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:18:36.169|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:18:36.173|DEBUG|(0.001) SELECT VERSION(); args=None
2020-08-25 21:18:37.060|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:18:37.063|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:18:56.034|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:18:56.034|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:18:57.011|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 21:18:57.013|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:20:56.538|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:20:56.539|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:20:57.334|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 21:20:57.337|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:21:18.046|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:21:18.046|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:21:18.863|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:21:18.866|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:23:34.928|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:23:34.929|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:23:35.828|DEBUG|(0.003) SHOW FULL TABLES; args=None
2020-08-25 21:23:35.833|DEBUG|(0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:23:52.180|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:23:52.181|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:23:53.232|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:23:53.234|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:24:04.053|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:24:04.055|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:24:04.829|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:24:04.832|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2020-08-25 21:24:26.644|DEBUG|(0.000) SELECT @@SQL_AUTO_IS_NULL; args=None
2020-08-25 21:24:26.645|DEBUG|(0.000) SELECT VERSION(); args=None
2020-08-25 21:24:27.588|DEBUG|(0.002) SHOW FULL TABLES; args=None
2020-08-25 21:24:27.592|DEBUG|(0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
